luna_sin,luna_cos,ora_sin,ora_cos,temperatura,grad_seninatate,viteza_vant,presiune
0.866,-0.5,-0.5,-0.866,0.8485,0.57,0.8814,0.3846
0.866,-0.5,-0.7071,-0.7071,0.7879,0.04,0.0678,1.0
0.866,-0.5,-0.866,-0.5,0.6667,0.04,0.5763,0.6923
0.866,-0.5,-0.9659,-0.2588,0.8485,0.93,0.1864,0.8205
0.866,-0.5,-1.0,-0.0,0.8485,0.95,0.4068,0.3077
0.866,-0.5,-0.9659,0.2588,0.5455,0.07,0.8644,0.6154
0.866,-0.5,-0.866,0.5,0.3636,0.63,0.9831,0.8974
0.866,-0.5,-0.7071,0.7071,0.4242,0.09,0.339,0.6667
0.866,-0.5,-0.5,0.866,0.303,0.37,0.5932,0.9487
0.866,-0.5,-0.2588,0.9659,0.2424,0.95,0.8814,0.1538
0.866,-0.5,0.0,1.0,0.2121,0.91,0.3729,0.1026
0.866,-0.5,0.2588,0.9659,0.1818,0.8,0.2542,0.7692
0.866,-0.5,0.5,0.866,0.1212,0.94,0.9492,0.5641
0.866,-0.5,0.7071,0.7071,0.2121,0.07,0.6441,0.2308
0.866,-0.5,0.866,0.5,0.1818,0.24,0.7458,0.7949
0.866,-0.5,0.9659,0.2588,0.2121,0.72,0.8814,0.7436
0.866,-0.5,1.0,0.0,0.2424,0.65,0.6949,0.9744
0.866,-0.5,0.9659,-0.2588,0.4848,0.78,0.9661,0.7692
0.866,-0.5,0.866,-0.5,0.5455,0.49,0.6441,0.4359
0.866,-0.5,0.7071,-0.7071,0.6364,0.66,0.2203,0.8974
0.866,-0.5,0.5,-0.866,0.6364,0.48,0.5085,0.0256
0.866,-0.5,0.2588,-0.9659,0.7879,0.35,0.9661,0.3333
0.866,-0.5,0.0,-1.0,0.7576,0.67,0.0678,0.3077
0.866,-0.5,-0.2588,-0.9659,0.8788,0.77,0.5763,0.7179
0.866,-0.5,-0.5,-0.866,0.9091,0.4,0.3729,0.2821
0.866,-0.5,-0.7071,-0.7071,0.6667,0.88,0.4746,0.9744
0.866,-0.5,-0.866,-0.5,0.8485,0.61,0.7119,0.0256
0.866,-0.5,-0.9659,-0.2588,0.697,0.09,0.1695,0.7949
0.866,-0.5,-1.0,-0.0,0.6667,0.2,0.2881,0.3077
0.866,-0.5,-0.9659,0.2588,0.5455,0.35,0.7797,0.6667
0.866,-0.5,-0.866,0.5,0.5455,0.11,0.1864,0.4103
0.866,-0.5,-0.7071,0.7071,0.4242,0.9,0.1356,1.0
0.866,-0.5,-0.5,0.866,0.3333,0.01,0.1525,0.7692
0.866,-0.5,-0.2588,0.9659,0.1818,0.12,0.9661,0.8462
0.866,-0.5,0.0,1.0,0.2727,0.52,0.7288,0.5897
0.866,-0.5,0.2588,0.9659,0.2121,0.31,0.2712,0.8718
0.866,-0.5,0.5,0.866,0.2727,0.94,0.6271,0.1282
0.866,-0.5,0.7071,0.7071,0.303,0.15,0.1017,0.4615
0.866,-0.5,0.866,0.5,0.0909,0.31,0.7627,0.7436
0.866,-0.5,0.9659,0.2588,0.2424,0.31,0.2034,0.1538
0.866,-0.5,1.0,0.0,0.2121,0.97,0.661,0.2308
0.866,-0.5,0.9659,-0.2588,0.3636,0.1,0.6949,0.7949
0.866,-0.5,0.866,-0.5,0.5152,0.09,0.1356,0.8462
0.866,-0.5,0.7071,-0.7071,0.5455,0.14,0.8305,0.6923
0.866,-0.5,0.5,-0.866,0.697,0.16,0.4407,0.359
0.866,-0.5,0.2588,-0.9659,0.7879,0.39,0.9661,0.7436
0.866,-0.5,0.0,-1.0,0.8485,0.17,0.0169,0.9231
0.866,-0.5,-0.2588,-0.9659,0.8485,0.54,0.0678,0.7179
0.866,-0.5,-0.5,-0.866,0.8182,0.72,0.4746,0.5385
0.866,-0.5,-0.7071,-0.7071,0.7879,0.24,0.6102,0.0769
0.866,-0.5,-0.866,-0.5,0.8182,0.58,0.6271,0.4872
0.866,-0.5,-0.9659,-0.2588,0.7879,0.77,0.3051,0.7949
0.866,-0.5,-1.0,-0.0,0.697,0.88,0.1186,0.8974
0.866,-0.5,-0.9659,0.2588,0.5758,0.21,0.7966,0.0769
0.866,-0.5,-0.866,0.5,0.4242,0.29,0.7458,0.6667
0.866,-0.5,-0.7071,0.7071,0.3939,0.83,0.0,0.4103
0.866,-0.5,-0.5,0.866,0.303,0.84,0.3559,0.2821
0.866,-0.5,-0.2588,0.9659,0.2121,0.43,0.8644,0.5385
0.866,-0.5,0.0,1.0,0.2121,0.31,0.2712,0.4103
0.866,-0.5,0.2588,0.9659,0.1515,0.5,0.1017,0.2308
0.866,-0.5,0.5,0.866,0.1818,0.45,0.4068,0.0
0.866,-0.5,0.7071,0.7071,0.2121,0.2,0.7458,0.5385
0.866,-0.5,0.866,0.5,0.2424,0.98,0.0508,0.641
0.866,-0.5,0.9659,0.2588,0.303,0.31,0.5932,0.4359
0.866,-0.5,1.0,0.0,0.303,0.93,0.0847,0.3333
0.866,-0.5,0.9659,-0.2588,0.303,0.38,1.0,0.7179
0.866,-0.5,0.866,-0.5,0.4545,0.11,0.5085,0.2821
0.866,-0.5,0.7071,-0.7071,0.5758,0.46,0.3051,0.8974
0.866,-0.5,0.5,-0.866,0.5758,0.17,0.7288,0.8718
0.866,-0.5,0.2588,-0.9659,0.6667,0.2,0.8983,0.2821
0.866,-0.5,0.0,-1.0,0.697,0.12,0.6441,0.1538
0.866,-0.5,-0.2588,-0.9659,0.697,0.2,0.4407,0.7179
0.866,-0.5,-0.5,-0.866,0.7576,0.07,0.1525,0.2564
0.866,-0.5,-0.7071,-0.7071,0.8485,0.45,0.4237,0.8205
0.866,-0.5,-0.866,-0.5,0.7879,0.06,0.3051,0.1282
0.866,-0.5,-0.9659,-0.2588,0.7273,0.22,0.6441,0.359
0.866,-0.5,-1.0,-0.0,0.8182,0.95,0.0339,0.7949
0.866,-0.5,-0.9659,0.2588,0.6061,0.74,0.7458,0.2564
0.866,-0.5,-0.866,0.5,0.5152,0.85,0.2034,0.5641
0.866,-0.5,-0.7071,0.7071,0.3333,0.21,0.8305,0.641
0.866,-0.5,-0.5,0.866,0.303,0.88,0.4576,0.8462
0.866,-0.5,-0.2588,0.9659,0.1818,0.21,0.9661,0.8462
0.866,-0.5,0.0,1.0,0.2121,0.91,0.322,0.7179
0.866,-0.5,0.2588,0.9659,0.2121,0.28,0.4576,0.0769
0.866,-0.5,0.5,0.866,0.2121,0.12,0.1186,0.4103
0.866,-0.5,0.7071,0.7071,0.0909,0.81,0.678,0.8718
0.866,-0.5,0.866,0.5,0.2121,0.01,0.6441,0.3077
0.866,-0.5,0.9659,0.2588,0.2121,0.28,0.0,0.9744
0.866,-0.5,1.0,0.0,0.3636,0.84,0.0339,0.359
0.866,-0.5,0.9659,-0.2588,0.4848,0.78,0.2034,0.7179
0.866,-0.5,0.866,-0.5,0.6364,0.51,0.4576,0.7179
0.866,-0.5,0.7071,-0.7071,0.5455,0.26,0.9492,0.2564
0.866,-0.5,0.5,-0.866,0.697,0.49,1.0,0.7949
0.866,-0.5,0.2588,-0.9659,0.9091,0.94,0.8136,0.0256
0.866,-0.5,0.0,-1.0,0.7879,0.78,0.4068,0.3333
0.866,-0.5,-0.2588,-0.9659,0.7576,0.22,0.9322,0.4872
0.866,-0.5,-0.5,-0.866,0.8182,0.87,0.5424,0.5385
0.866,-0.5,-0.7071,-0.7071,0.8182,0.43,0.6271,0.2564
0.866,-0.5,-0.866,-0.5,0.9091,0.76,0.8814,0.6667
0.866,-0.5,-0.9659,-0.2588,0.697,0.21,0.0847,0.0513
0.866,-0.5,-1.0,-0.0,0.5758,0.42,0.9661,0.4103
0.866,-0.5,-0.9659,0.2588,0.5758,0.36,0.7288,0.6923
0.866,-0.5,-0.866,0.5,0.5455,0.6,0.7458,0.7179
0.866,-0.5,-0.7071,0.7071,0.4242,0.96,0.5254,0.5128
0.866,-0.5,-0.5,0.866,0.2121,0.55,0.7458,0.3846
0.866,-0.5,-0.2588,0.9659,0.303,0.02,0.7797,0.9231
0.866,-0.5,0.0,1.0,0.1515,0.62,0.339,0.4872
0.866,-0.5,0.2588,0.9659,0.303,0.18,0.2542,0.1282
0.866,-0.5,0.5,0.866,0.2121,0.22,0.8983,0.4615
0.866,-0.5,0.7071,0.7071,0.2727,0.28,0.339,0.1026
0.866,-0.5,0.866,0.5,0.1515,0.29,0.1695,0.0513
0.866,-0.5,0.9659,0.2588,0.2121,0.38,1.0,0.0
0.866,-0.5,1.0,0.0,0.2727,0.24,0.6102,0.9487
0.866,-0.5,0.9659,-0.2588,0.4545,1.0,0.5932,0.359
0.866,-0.5,0.866,-0.5,0.3939,0.07,0.5763,0.8462
0.866,-0.5,0.7071,-0.7071,0.6667,0.57,0.3051,0.8718
0.866,-0.5,0.5,-0.866,0.6667,0.15,0.322,0.6154
0.866,-0.5,0.2588,-0.9659,0.8182,0.71,0.9492,0.5897
0.866,-0.5,0.0,-1.0,0.697,0.0,0.2881,0.2821
0.866,-0.5,-0.2588,-0.9659,0.7273,0.04,0.7797,0.4359
0.866,-0.5,-0.5,-0.866,0.6667,0.02,0.678,0.359
0.866,-0.5,-0.7071,-0.7071,0.9091,0.64,0.8136,0.3846
0.866,-0.5,-0.866,-0.5,0.7576,0.03,0.2203,0.6667
0.866,-0.5,-0.9659,-0.2588,0.8788,0.98,0.2373,0.1795
0.866,-0.5,-1.0,-0.0,0.7879,0.95,0.5085,0.6154
0.866,-0.5,-0.9659,0.2588,0.7576,0.63,0.0,0.4103
0.866,-0.5,-0.866,0.5,0.3636,0.97,0.8814,0.7179
0.866,-0.5,-0.7071,0.7071,0.3939,0.88,0.8983,0.1795
0.866,-0.5,-0.5,0.866,0.2727,0.09,0.8983,0.359
0.866,-0.5,-0.2588,0.9659,0.4242,0.2,0.0339,0.6667
0.866,-0.5,0.0,1.0,0.1818,0.45,0.2542,0.1538
0.866,-0.5,0.2588,0.9659,0.2424,0.9,0.3729,0.0513
0.866,-0.5,0.5,0.866,0.1515,0.26,0.9492,0.7179
0.866,-0.5,0.7071,0.7071,0.2121,0.65,0.1695,0.5897
0.866,-0.5,0.866,0.5,0.2121,0.4,0.1864,0.0513
0.866,-0.5,0.9659,0.2588,0.3636,0.12,0.1525,0.4872
0.866,-0.5,1.0,0.0,0.303,0.08,0.5254,0.359
0.866,-0.5,0.9659,-0.2588,0.3636,0.35,0.2542,0.6154
0.866,-0.5,0.866,-0.5,0.697,0.85,0.1186,0.7436
0.866,-0.5,0.7071,-0.7071,0.7273,0.89,0.6271,0.3333
0.866,-0.5,0.5,-0.866,0.7576,0.57,0.1864,0.1538
0.866,-0.5,0.2588,-0.9659,0.697,0.53,0.3898,0.4103
0.866,-0.5,0.0,-1.0,0.6667,0.11,0.4576,0.4872
0.866,-0.5,-0.2588,-0.9659,0.7273,0.8,0.8814,0.8974
0.866,-0.5,-0.5,-0.866,0.9394,0.77,0.1186,0.2051
0.866,-0.5,-0.7071,-0.7071,0.6364,0.13,0.9661,0.9487
0.866,-0.5,-0.866,-0.5,0.6667,0.33,0.4576,0.5385
0.866,-0.5,-0.9659,-0.2588,0.8182,0.52,0.5932,0.0256
0.866,-0.5,-1.0,-0.0,0.697,0.19,0.4237,0.5897
0.866,-0.5,-0.9659,0.2588,0.6667,0.74,0.1186,0.1795
0.866,-0.5,-0.866,0.5,0.3939,0.15,0.9661,0.2564
0.866,-0.5,-0.7071,0.7071,0.2121,0.94,1.0,0.3077
0.866,-0.5,-0.5,0.866,0.3333,0.69,0.8305,0.4103
0.866,-0.5,-0.2588,0.9659,0.2121,0.55,0.4576,0.1795
0.866,-0.5,0.0,1.0,0.2121,0.82,0.4576,0.5128
0.866,-0.5,0.2588,0.9659,0.0303,1.0,0.6102,0.4359
0.866,-0.5,0.5,0.866,0.2121,0.57,0.678,0.7436
0.866,-0.5,0.7071,0.7071,0.1515,0.03,0.5932,0.4359
0.866,-0.5,0.866,0.5,0.1515,0.03,0.4407,0.7692
0.866,-0.5,0.9659,0.2588,0.2121,0.19,0.8983,0.9487
0.866,-0.5,1.0,0.0,0.303,0.09,0.2712,0.7949
0.866,-0.5,0.9659,-0.2588,0.5152,0.23,0.1356,0.2564
0.866,-0.5,0.866,-0.5,0.5758,0.98,0.5424,0.6154
0.866,-0.5,0.7071,-0.7071,0.6061,0.25,0.8814,0.8205
0.866,-0.5,0.5,-0.866,0.697,0.36,0.322,0.9487
0.866,-0.5,0.2588,-0.9659,0.8788,0.84,0.2034,0.1795
0.866,-0.5,0.0,-1.0,0.7879,0.53,0.4576,0.2564
0.866,-0.5,-0.2588,-0.9659,0.8182,0.2,0.7966,0.5385
0.866,-0.5,-0.5,-0.866,0.7879,0.73,0.4746,0.5897
0.866,-0.5,-0.7071,-0.7071,0.8485,0.37,0.2034,0.4103
0.866,-0.5,-0.866,-0.5,0.7273,0.45,0.7627,0.2821
0.866,-0.5,-0.9659,-0.2588,0.7576,0.03,0.5763,0.7949
0.866,-0.5,-1.0,-0.0,0.8182,0.59,0.0847,0.359
0.866,-0.5,-0.9659,0.2588,0.6364,0.56,0.2881,0.3846
0.866,-0.5,-0.866,0.5,0.3333,0.44,0.8475,0.5385
0.866,-0.5,-0.7071,0.7071,0.4545,0.19,0.0678,0.6923
0.866,-0.5,-0.5,0.866,0.2121,0.16,0.7797,0.4872
0.866,-0.5,-0.2588,0.9659,0.3333,0.7,0.4068,0.8205
0.866,-0.5,0.0,1.0,0.2121,0.03,0.0169,0.2308
0.866,-0.5,0.2588,0.9659,0.2121,0.92,0.1525,1.0
0.866,-0.5,0.5,0.866,0.0909,0.13,0.9322,0.7949
0.866,-0.5,0.7071,0.7071,0.1515,0.02,0.4915,0.8205
0.866,-0.5,0.866,0.5,0.2121,0.87,0.8305,0.0256
0.866,-0.5,0.9659,0.2588,0.2121,1.0,0.9831,0.8205
0.866,-0.5,1.0,0.0,0.2727,0.79,0.7458,0.8205
0.866,-0.5,0.9659,-0.2588,0.4545,0.57,0.0678,0.3077
0.866,-0.5,0.866,-0.5,0.5455,0.54,0.9153,0.7436
0.866,-0.5,0.7071,-0.7071,0.5455,0.03,0.9322,0.8205
0.866,-0.5,0.5,-0.866,0.6364,0.23,0.5424,0.3077
0.866,-0.5,0.2588,-0.9659,0.7576,0.33,0.8983,0.641
0.866,-0.5,0.0,-1.0,0.7879,0.29,0.0,0.5385
0.866,-0.5,-0.2588,-0.9659,0.9394,0.81,0.2881,0.9744
0.866,-0.5,-0.5,-0.866,0.697,0.18,0.5254,0.0256
0.866,-0.5,-0.7071,-0.7071,0.7879,0.3,0.7797,0.9487
0.866,-0.5,-0.866,-0.5,0.7576,0.59,0.8136,0.9744
0.866,-0.5,-0.9659,-0.2588,0.7879,0.59,0.1695,0.641
0.866,-0.5,-1.0,-0.0,0.6667,0.18,0.339,0.359
0.866,-0.5,-0.9659,0.2588,0.6061,0.48,0.4237,0.8462
0.866,-0.5,-0.866,0.5,0.5152,0.62,0.4068,1.0
0.866,-0.5,-0.7071,0.7071,0.3636,0.82,0.3559,0.2564
0.866,-0.5,-0.5,0.866,0.303,0.21,0.9831,0.0513
0.866,-0.5,-0.2588,0.9659,0.3333,0.23,0.4407,0.1282
0.866,-0.5,0.0,1.0,0.1212,0.75,0.8136,0.2051
0.866,-0.5,0.2588,0.9659,0.1818,0.29,0.2034,0.1282
0.866,-0.5,0.5,0.866,0.1212,0.57,0.5424,0.2051
0.866,-0.5,0.7071,0.7071,0.1212,0.3,0.5593,0.9744
0.866,-0.5,0.866,0.5,0.1818,0.99,0.678,0.7692
0.866,-0.5,0.9659,0.2588,0.303,0.63,0.5763,0.7949
0.866,-0.5,1.0,0.0,0.4242,0.18,0.0,0.2821
0.866,-0.5,0.9659,-0.2588,0.4545,0.47,0.339,0.1795
0.866,-0.5,0.866,-0.5,0.4848,0.44,0.7966,0.1795
0.866,-0.5,0.7071,-0.7071,0.697,0.99,0.9153,0.6923
0.866,-0.5,0.5,-0.866,0.6364,0.93,0.0847,0.4872
0.866,-0.5,0.2588,-0.9659,0.697,0.54,0.4576,0.1538
0.866,-0.5,0.0,-1.0,0.6667,0.54,0.2712,0.2564
0.866,-0.5,-0.2588,-0.9659,0.8788,0.96,0.0678,0.4872
0.866,-0.5,-0.5,-0.866,0.7273,0.17,0.5085,0.3846
0.866,-0.5,-0.7071,-0.7071,0.9697,0.62,0.0678,0.0769
0.866,-0.5,-0.866,-0.5,0.6667,0.91,0.6271,0.1282
0.866,-0.5,-0.9659,-0.2588,0.7576,0.46,0.0339,0.5385
0.866,-0.5,-1.0,-0.0,0.7273,0.74,0.8814,0.641
0.866,-0.5,-0.9659,0.2588,0.6667,0.56,0.3729,0.0513
0.866,-0.5,-0.866,0.5,0.5455,0.44,0.6102,0.3333
0.866,-0.5,-0.7071,0.7071,0.3636,0.32,0.8814,0.2564
0.866,-0.5,-0.5,0.866,0.303,0.16,0.6102,0.4359
0.866,-0.5,-0.2588,0.9659,0.1818,0.69,0.1525,0.2821
0.866,-0.5,0.0,1.0,0.1818,0.03,0.1525,0.5641
0.866,-0.5,0.2588,0.9659,0.0909,0.19,0.3051,0.2821
0.866,-0.5,0.5,0.866,0.2121,0.46,0.2712,0.3077
0.866,-0.5,0.7071,0.7071,0.2121,0.9,0.339,0.6154
0.866,-0.5,0.866,0.5,0.2424,0.14,0.2203,0.4615
0.866,-0.5,0.9659,0.2588,0.2121,0.69,0.1356,0.8974
0.866,-0.5,1.0,0.0,0.2121,0.46,0.7627,0.1795
0.866,-0.5,0.9659,-0.2588,0.5455,0.77,0.0,0.7179
0.866,-0.5,0.866,-0.5,0.4848,0.74,0.8475,0.7949
0.866,-0.5,0.7071,-0.7071,0.4545,0.08,0.7458,0.4359
0.866,-0.5,0.5,-0.866,0.7273,0.89,0.2034,0.1282
0.866,-0.5,0.2588,-0.9659,0.697,0.15,0.0508,0.4359
0.866,-0.5,0.0,-1.0,0.8182,0.68,0.0,0.4615
0.866,-0.5,-0.2588,-0.9659,0.7273,0.6,0.8136,0.5385
0.866,-0.5,-0.5,-0.866,0.7879,0.09,0.661,0.9231
0.866,-0.5,-0.7071,-0.7071,0.9091,0.49,0.5254,0.7949
